,ScanOrder,Original order,Order in fixture,Scan/-Fixture,Geno,Row,Plant,WR_number,WR,WR_LEcheck,WR_AHcheck,Root,RatiobyPlant,TWRRatio,MWRRatio,BWRRatio,CT notes,ai 1 (dont use),bi1(dont use),ai2,bi2,ao,bo,MajorD,MinorD,MajorThicc,MinorThicc,Majorthicc2,MinorThicc2,CT_Error,K,BL,UL,test notes,MOI_solid,E_MPa,E_GPa,MOItruex,MOItruey,MOI_true_average,,,,,,,
,539,572,35,16-Norm1-3,B73,1391,6,2,BWR,,,2,0.706493,,,0.71237512,Scanned 7/21,1.915,2.488,0.047,0.071,2.224,2.773,5.546,4.448,0.285,0.309,#REF!,#REF!,,61.85067,9.02468,11.80266,,23.95764358,264.2444263,0.264244426,20.63980142,14.40810883,17.52395513,,,,,,,
,540,578,36,16-Norm1-3,A632,1282,1,1,MWR,,,1,0.489085,,0.954160717,,Scanned 7/21,1.002,1.773,0.035,0.05,1.358,2.077,4.154,2.716,0.304,0.356,#REF!,#REF!,,255.47811,11.80722,16.24245,,4.085316309,6400.789333,6.400789333,5.57810656,6.37553102,5.97681879,,,,,,,
,541,579,37,16-Norm1-3,A632,1282,1,1,MWR,,,2,0.489085,,0.954160717,,Scanned 7/21,0.986,1.616,0.034,0.054,1.315,1.814,3.628,2.63,0.198,0.329,#REF!,#REF!,,183.55497,10.95831,13.82463,,3.239697215,5799.188858,5.799188858,4.55190187,4.45588666,4.503894265,,,,,,,
,542,580,38,16-Norm1-3,A632,1282,1,1,MWR,,,3,0.489085,,0.954160717,,Scanned 7/21,0.617,1.868,0.015,0.064,0.901,2.166,4.332,1.802,0.298,0.284,#REF!,#REF!,,200.86305,11.41444,11.94439,,1.244293139,16522.7706,16.5227706,3.89986863,9.37812929,6.63899896,,,,,,,
,543,581,39,16-Norm1-3,A632,1282,1,1,MWR,,,4,0.489085,,0.954160717,,Scanned 7/21,0.761,2.021,0.022,0.067,1.082,2.322,4.644,2.164,0.301,0.321,#REF!,#REF!,,148.45812,7.56117,13.71589,,2.310116484,6577.723358,6.577723358,6.39881856,6.30927092,6.35404474,,,,,,,
,544,582,40,16-Norm1-3,A632,1282,2,1,MWR,,,1,0.681722,,0.988898872,,Scanned 7/21,1.085,1.927,0.027,0.067,1.328,2.247,4.494,2.656,0.32,0.243,#REF!,#REF!,,101.60298,6.93561,10.90166,,4.133207215,2516.082017,2.516082017,5.20351936,12.41870811,8.811113735,,,,,,,
,545,583,41,16-Norm1-3,A632,1282,2,1,MWR,,,2,0.681722,,0.988898872,,Scanned 7/21,0.615,1.678,0.019,0.057,0.879,1.947,3.894,1.758,0.269,0.264,#REF!,#REF!,,180.79488,9.78225,11.02125,,1.038538158,17818.42018,17.81842018,3.95526431,7.44523312,5.700248715,,,,,,,
,546,584,42,16-Norm1-3,A632,1282,2,1,MWR,,,3,0.681722,,0.988898872,,Scanned 7/21,0.669,1.543,0.02,0.067,0.895,1.868,3.736,1.79,0.325,0.226,#REF!,#REF!,,123.66173,11.31764,11.64223,,1.051806521,12033.86085,12.03386085,5.70049196,3.63758281,4.669037385,,,,,,,
,547,585,43,16-Norm1-3,A632,1282,2,1,MWR,,,4,0.681722,,0.988898872,,Scanned 7/21,0.686,1.751,0.024,0.059,1.057,1.979,3.958,2.114,0.228,0.371,#REF!,#REF!,,90.74385,8.87958,11.46122,,1.835526409,5060.134847,5.060134847,4.03589315,9.33875161,6.68732238,,,,,,,
,548,586,44,16-Norm1-3,A632,1282,8,2,BWR,,,1,0.708543,,,0.79360197,Scanned 7/21,0.759,2.314,0.019,0.074,1.009,2.576,5.152,2.018,0.262,0.25,#REF!,#REF!,,218.18114,14.58835,15.12836,,2.078304791,10745.17504,10.74517504,5.85276423,18.82617749,12.33947086,,,,,,,
,549,541,1,17-Thicc1-3,B73,1391,12,1,MWR,,,1,0.151184,,0.638086466,,Scanned 7/21,1.937,2.568,0.044,0.068,2.26,2.9,5.8,4.52,0.332,0.323,#REF!,#REF!,,116.12743,,13.8025,,26.29136877,452.0923361,0.452092336,19.2578788,20.1579156,,,,,,,,
,550,542,2,17-Thicc1-3,B73,1391,12,1,MWR,,,2,0.151184,,0.638086466,,Scanned 7/21,1.848,2.167,0.049,0.056,2.066,2.492,4.984,4.132,0.325,0.218,#REF!,#REF!,,123.02519,,19.05786,,17.25952626,729.5762708,0.729576271,7.5617964,10.0586626,,,,,,,,
,551,543,3,17-Thicc1-3,B73,1391,12,1,MWR,,,3,0.151184,,0.638086466,,Scanned 7/21,2.067,2.39,0.051,0.059,2.332,2.728,5.456,4.664,0.338,0.265,#REF!,#REF!,,93.33494,8.65455,15.32457,,27.17189237,351.5846403,0.35158464,21.1545705,14.9957263,,,,,,,,
,552,550,4,17-Thicc1-3,B73,1391,2,2,MWR,,,1,0.354427,,0.691993013,,Scanned 7/21,1.634,2.379,0.046,0.064,1.979,2.673,5.346,3.958,0.294,0.345,#REF!,#REF!,,63.54866,6.85154,12.47626,,16.27144875,399.7474494,0.399747449,12.8695341,14.5205934,,,,,,,,
,553,551,5,17-Thicc1-3,B73,1391,2,2,MWR,,,2,0.354427,,0.691993013,,Scanned 7/21,1.505,2.389,0.042,0.073,1.776,2.743,5.486,3.552,0.354,0.271,#REF!,#REF!,,57.36053,5.33845,10.31018,,12.06825764,486.4902143,0.486490214,14.9590456,11.1931912,,,,,,,,
,554,552,6,17-Thicc1-3,B73,1391,2,2,MWR,,,3,0.354427,,0.691993013,,Scanned 7/21,1.536,2.501,0.036,0.076,1.842,2.834,5.668,3.684,0.333,0.306,#REF!,#REF!,,134.01469,10.21687,15.76979,,13.91100814,986.0508868,0.986050887,15.6978809,8.4937307,,,,,,,,
,555,564,7,17-Thicc1-3,B73,1391,5,2,BWR,,,1,0.843415,,,0.77997415,Scanned 7/21,2.478,2.791,0.064,0.083,2.828,3.163,6.326,5.656,0.372,0.35,#REF!,#REF!,,117.89217,19.12243,20.79028,,56.18589311,214.7648484,0.214764848,24.3737743,33.7851064,,,,,,,,
,556,573,8,17-Thicc1-3,B73,1391,11,2,MWR,,,1,0.142507,,0.704231862,,Scanned 7/21,2.182,2.804,0.047,0.069,2.533,3.121,6.242,5.066,0.317,0.351,#REF!,#REF!,,124.46912,12.84033,16.56988,,39.83723792,319.7996075,0.319799608,17.4681684,18.4420761,,,,,,,,
,557,591,9,17-Thicc1-3,A632,1282,4,2,BWR,,,1,0.354362,,,0.38799047,Scanned 7/21,1.235,2.34,0.03,0.086,1.518,2.724,5.448,3.036,0.384,0.283,#REF!,#REF!,,126.15238,10.09786,17.11897,,7.483629862,1725.395559,1.725395559,21.9443853,10.9678391,,,,,,,,
,558,592,10,17-Thicc1-3,A632,1282,4,2,BWR,,,2,0.354362,,,0.38799047,Scanned 7/21,1.478,2.583,0.041,0.075,1.976,2.899,5.798,3.952,0.316,0.498,#REF!,#REF!,,310.73309,,28.4085,no BL,17.56705324,1810.48159,1.81048159,19.6220639,21.233909,,,,,,,,
,559,597,11,17-Thicc1-3,A632,1282,3,2,BWR,,,1,0.530357,,,0.63653109,Scanned 7/21,2.061,2.579,0.059,0.075,2.505,2.825,5.65,5.01,0.246,0.444,#REF!,#REF!,,215.16161,,21.20415,no BL,34.87638989,631.4497388,0.631449739,24.2310284,19.4046018,,,,,,,,
,560,598,12,17-Thicc1-3,A632,1282,3,2,BWR,,,2,0.530357,,,0.63653109,Scanned 7/21,2.084,2.57,0.047,0.081,2.412,2.892,5.784,4.824,0.322,0.328,#REF!,#REF!,,100.72932,10.94512,13.10172,,31.87278993,323.475467,0.323475467,22.4805861,19.6648048,,,,,,,,
,561,607,13,17-Thicc1-3,A632,1395,2,1,MWR,,,1,0.979466,,1.042040168,,Scanned 7/21,1.702,2.442,0.034,0.064,1.908,2.734,5.468,3.816,0.292,0.206,#REF!,#REF!,,122.34627,12.88491,13.59637,,14.91500841,839.6006333,0.839600633,13.9346367,15.4872635,,,,,,,,
,562,608,14,17-Thicc1-3,A632,1395,2,1,MWR,,,2,0.979466,,1.042040168,,Scanned 7/21,2.079,1.425,0.051,0.076,2.306,2.768,5.536,4.612,1.343,0.227,#REF!,#REF!,,174.40017,21.03882,23.40311,,26.65838747,669.6047946,0.669604795,21.5316738,19.0827378,,,,,,,,
,563,609,15,17-Thicc1-3,A632,1395,5,1,MWR,,,1,0.915761,,1.004313808,,Scanned 7/21,1.927,2.205,0.051,0.066,2.246,2.605,5.21,4.492,0.4,0.319,#REF!,#REF!,,161.17986,18.74438,22.88215,,23.18071699,711.6876609,0.711687661,17.9420304,15.2210827,,,,,,,,
,564,610,16,17-Thicc1-3,A632,1395,5,1,MWR,,,2,0.915761,,1.004313808,,Scanned 7/21,1.364,2.249,0.025,0.064,1.828,2.699,5.398,3.656,0.45,0.464,#REF!,#REF!,,116.68834,12.48419,12.48419,,12.94855602,922.3837608,0.922383761,18.6256439,8.2718115,,,,,,,,
,565,613,17,17-Thicc1-3,A632,1395,6,2,BWR,,,1,0.730052,,,0.83907205,Scanned 7/21,1.745,2.48,0.044,0.083,2.017,2.718,5.436,4.034,0.238,0.272,#REF!,#REF!,,192.74651,15.12154,18.13068,,17.51689103,1126.250564,1.126250564,18.8147566,13.1073246,,,,,,,,
,566,618,18,17-Thicc1-3,A632,1395,6,1,MWR,,,1,0.730052,,0.870071228,,Scanned 7/21,1.877,2.257,0.053,0.078,2.152,2.605,5.21,4.304,0.348,0.275,#REF!,#REF!,,99.19715,,16.0293,no BL,20.3903373,497.9437797,0.49794378,12.9858709,23.0248793,,,,,,,,
,567,619,19,17-Thicc1-3,A632,1395,6,1,MWR,,,2,0.730052,,0.870071228,,Scanned 7/21,1.598,2.734,0.037,0.085,1.94,3.111,6.222,3.88,0.377,0.342,#REF!,#REF!,,226.914,22.46811,24.45518,,17.84000954,1301.882341,1.301882341,31.7697486,17.7661033,,,,,,,,
,568,622,20,17-Thicc1-3,A632,1395,3,1,MWR,,,1,0.869915,,0.931427555,,Scanned 7/21,1.298,2.458,0.027,0.061,1.68,2.885,5.77,3.36,0.427,0.382,#REF!,#REF!,,105.37208,10.34671,15.04359,,10.74393925,1003.847024,1.003847024,16.7476592,10.9338835,,,,,,,,
,569,633,21,17-Thicc1-3,A632,1321,9,2,BWR,,,1,0.755432,,,0.71032111,Scanned 7/21,2.008,2.165,0.053,0.063,2.225,2.518,5.036,4.45,0.353,0.217,#REF!,#REF!,,207.72545,12.49582,20.74436,,21.78390092,976.0219442,0.976021944,22.0846584,22.3209044,,,,,,,,
,570,574,1,18-Thin1-3,A632,1282,5,1,MWR,,,1,0.659406,,0.857684142,,Scanned 7/21,0.854,1.42,0.439,0.93,1.091,1.623,3.246,2.182,0.203,0.237,#REF!,#REF!,,45.89267,,4.27338,no BL,1.655322632,2837.698164,2.837698164,1.6055499,0.7854865,,,,,,,,
,571,575,2,18-Thin1-3,A632,1282,5,1,MWR,,,2,0.659406,,0.857684142,,Scanned 7/21,0.676,1.482,0.362,1.178,0.934,1.712,3.424,1.868,0.23,0.258,#REF!,#REF!,,92.0934,,4.28385,no BL,1.095555215,8603.987353,8.603987353,1.0831777,2.5757436,,,,,,,,
,572,576,3,18-Thin1-3,A632,1282,6,1,BWR,,,1,0.757264,,,0.75726417,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,CT1,143.11257,10.41305,10.42186,,0,#DIV/0!,#DIV/0!,2.2869777,2.8256839,,,,,,,,
,573,577,4,18-Thin1-3,A632,1282,6,1,BWR,,,2,0.757264,,,0.75726417,Scanned 7/21,0.499,1.56,0.219,0.803,0.69,1.795,3.59,1.38,0.235,0.191,#REF!,#REF!,,121.2902,6.06919,6.32654,,0.463128606,26805.85305,26.80585305,2.3095248,1.7095846,,,,,,,,
,574,593,5,18-Thin1-3,A632,1282,4,1,MWR,,,1,0.354362,,0.913326307,,Scanned 7/21,0.737,1.48,0.433,1.247,0.939,1.788,3.576,1.878,0.308,0.202,#REF!,#REF!,,90.19044,4.10287,7.61843,,1.162663859,7939.841993,7.939841993,3.1006347,2.0050073,,,,,,,,
,575,594,6,18-Thin1-3,A632,1282,4,1,MWR,,,2,0.354362,,0.913326307,,Scanned 7/21,0.937,1.674,0.497,1.125,1.114,2.009,4.018,2.228,0.335,0.177,#REF!,#REF!,,186.68588,7.19416,12.84883,,2.181350183,8759.747896,8.759747896,2.9956211,3.7411117,,,,,,,,
,576,595,7,18-Thin1-3,A632,1282,4,1,MWR,,,3,0.354362,,0.913326307,,Scanned 7/21,0.899,1.491,0.465,1.088,1.137,1.756,3.512,2.274,0.265,0.238,#REF!,#REF!,,109.47454,6.02269,9.06871,,2.027196217,5527.425131,5.527425131,3.441392,2.1381906,,,,,,,,
,577,596,8,18-Thin1-3,A632,1282,4,1,MWR,,,4,0.354362,,0.913326307,,Scanned 7/21,0.722,1.243,0.613,1.012,0.953,1.552,3.104,1.906,0.309,0.231,#REF!,#REF!,,132.92921,4.89026,7.21087,,1.055019047,12896.31553,12.89631553,2.2963043,3.6235579,,,,,,,,
,578,614,9,18-Thin1-3,A632,1395,4,1,MWR,,,1,0.696931,,0.977103814,,Scanned 7/21,0.484,1.421,0.132,0.712,0.697,1.709,3.418,1.394,0.288,0.213,#REF!,#REF!,,58.97438,2.22261,3.42928,,0.454496223,13281.24023,13.28124023,0.3064479,1.3834427,,,,,,,,
,579,615,10,18-Thin1-3,A632,1395,4,1,MWR,,,2,0.696931,,0.977103814,,Scanned 7/21,0.535,1.297,0.209,0.819,0.757,1.51,3.02,1.514,0.213,0.222,#REF!,#REF!,,80.74439,3.30298,5.21952,,0.514463381,16064.35961,16.06435961,1.3321043,1.264389,,,,,,,,
,580,616,11,18-Thin1-3,A632,1395,4,1,MWR,,,3,0.696931,,0.977103814,,Scanned 7/21,0.641,1.359,0.113,1.053,0.902,1.632,3.264,1.804,0.273,0.261,#REF!,#REF!,,90.3634,3.02751,5.04937,,0.940653441,9832.601576,9.832601576,2.7338906,1.185839,,,,,,,,
,581,617,12,18-Thin1-3,A632,1395,4,1,MWR,,,4,0.696931,,0.977103814,,Scanned 7/21,0.439,1.753,0.151,1.312,0.694,2.096,4.192,1.388,0.343,0.255,#REF!,#REF!,,183.30593,8.16967,9.29235,,0.550249392,34097.49469,34.09749469,2.4374104,4.5336957,,,,,,,,
,582,626,13,18-Thin1-3,A632,1392,1,1,TWR,,,1,0.894964,0.972747242,,,Scanned 7/21,0.329,1.178,0.286,0.937,0.611,1.489,2.978,1.222,0.311,0.282,#REF!,#REF!,,58.14185,2.71433,3.38023,,0.266752323,22309.31128,22.30931128,0.5735681,1.7777665,,,,,,,,
,583,627,14,18-Thin1-3,A632,1392,1,1,TWR,,,2,0.894964,0.972747242,,,Scanned 7/21,0.912,1.3,0.642,0.859,1.191,1.554,3.108,2.382,0.254,0.279,#REF!,#REF!,,64.94889,3.07933,4.76817,,2.061940744,3224.044887,3.224044887,2.5316599,2.4857557,,,,,,,,
,584,641,15,18-Thin1-3,A632,1321,6,1,MWR,,,2,0.76621,,1.044594462,,Scanned 7/21,1.156,1.503,0.411,0.973,1.416,1.741,3.482,2.832,0.238,0.26,#REF!,#REF!,,75.14397,8.26424,10.43483,,3.882204535,1981.167752,1.981167752,5.0719046,3.1722692,,,,,,,,
,585,642,16,18-Thin1-3,A632,1321,6,1,MWR,,,3,0.76621,,1.044594462,,Scanned 7/21,0.902,1.351,0.701,1.005,1.202,1.656,3.312,2.404,0.305,0.3,#REF!,#REF!,,78.72817,2.71693,5.56177,,2.258726342,3567.566413,3.567566413,2.8858471,2.3845673,,,,,,,,
,586,646,17,18-Thin1-3,A632,1321,8,1,MWR,,,1,0.629604,,0.894870931,,Scanned 7/21,0.689,1.212,0.535,1.131,0.971,1.455,2.91,1.942,0.243,0.282,#REF!,#REF!,,65.03097,1.55574,3.91076,,1.04619,6362.315395,6.362315395,2.6877384,1.4709136,,,,,,,,
,587,647,18,18-Thin1-3,A632,1321,8,1,MWR,,,2,0.629604,,0.894870931,,Scanned 7/21,1.101,1.452,0.835,1.142,1.473,1.709,3.418,2.946,0.257,0.372,#REF!,#REF!,,77.33891,5.74971,6.87567,,4.289831013,1845.284735,1.845284735,4.3163516,3.5268182,,,,,,,,
,588,648,19,18-Thin1-3,A632,1321,8,1,MWR,,,3,0.629604,,0.894870931,,Scanned 7/21,1.032,1.557,0.591,1.213,1.324,1.678,3.356,2.648,0.121,0.292,#REF!,#REF!,,107.67338,6.68232,7.23106,,3.058762754,3603.031673,3.603031673,4.8362911,4.7404189,,,,,,,,
,589,678,20,18-Thin1-3,HP301,1322,6,1,MWR,,,1,0.393232,,0.739321778,,Scanned 7/21,0.535,1.226,0.342,0.965,0.794,1.523,3.046,1.588,0.297,0.259,#REF!,#REF!,,79.35024,2.85997,5.01974,,0.598757949,13564.45907,13.56445907,1.7188598,0.968126,,,,,,,,
,590,679,21,18-Thin1-3,HP301,1322,6,1,MWR,,,2,0.393232,,0.739321778,,Scanned 7/21,1.351,1.582,0.835,1.193,1.58,1.827,3.654,3.16,0.245,0.229,#REF!,#REF!,,74.85165,5.97874,8.94618,no BL,5.659781817,1353.65258,1.35365258,5.8294185,5.4403478,,,,,,,,
,591,680,22,18-Thin1-3,HP301,1322,6,1,MWR,,,3,0.393232,,0.739321778,,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,CT2,81.73277,6.22272,6.39056,,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,592,681,23,18-Thin1-3,HP301,1322,6,1,MWR,,,4,0.393232,,0.739321778,,Scanned 7/21,0.628,1.525,0.337,1.091,0.87,1.738,3.476,1.74,0.213,0.242,#REF!,#REF!,,130.31061,4.54613,8.63429,,0.898871087,14838.42798,14.83842798,2.3229965,5.4894875,,,,,,,,
,593,682,24,18-Thin1-3,HP301,1393,8,1,MWR,,,2,0.424481,,,,Scanned 7/21,0.093,0.779,,,0.306,0.999,1.998,0.612,0.22,0.213,#REF!,#REF!,possible CT2,,,,too short,0.022481208,0,0,,,,,,,,,,
,594,683,25,18-Thin1-3,Ky21,1340,4,1,MWR,,,1,0.743632,,0.852929062,,Scanned 7/21,0.395,1.958,0.325,1.46,0.669,2.204,4.408,1.338,0.246,0.274,#REF!,#REF!,,190.0169,20.86423,20.86423,,0.518298348,37524.76062,37.52476062,1.4350932,8.6363098,,,,,,,,
,595,684,26,18-Thin1-3,Ky21,1340,4,1,MWR,,,2,0.743632,,0.852929062,,Scanned 7/21,0.274,1.73,0.231,1.098,0.56,1.942,3.884,1.12,0.212,0.286,#REF!,#REF!,,192.82183,7.61978,15.36133,,0.267857116,73681.51365,73.68151365,2.67194,3.8512989,,,,,,,,
,596,685,27,18-Thin1-3,Ky21,1340,4,1,MWR,,,3,0.743632,,0.852929062,,Scanned 7/21,0.523,1.742,0.204,1.085,0.846,1.966,3.932,1.692,0.224,0.323,#REF!,#REF!,,259.48289,20.29626,20.29626,,0.9349416,28407.28766,28.40728766,3.9361325,3.7073398,,,,,,,,
,597,686,28,18-Thin1-3,Ky21,1340,4,1,MWR,,,4,0.743632,,0.852929062,,Scanned 7/21,0.588,1.482,0.251,1.214,0.907,1.705,3.41,1.814,0.223,0.319,#REF!,#REF!,,242.72216,7.23094,7.23094,,0.9991625,24864.4484,24.8644484,4.1596499,0.9309163,,,,,,,,
,598,688,29,18-Thin1-3,Ky21,1340,9,1,TWR,,,1,0.692669,0.889956073,,,Scanned 7/21,0.746,1.646,0.202,1.087,0.942,1.911,3.822,1.884,0.265,0.196,#REF!,#REF!,,279.82884,18.95474,18.95474,,1.254594204,22829.4118,22.8294118,5.1559899,1.7492866,,,,,,,,
,599,689,30,18-Thin1-3,Ky21,1340,9,1,TWR,,,3,0.692669,0.889956073,,,Scanned 7/21,0.355,0.995,0.218,0.772,0.694,1.384,2.768,1.388,0.389,0.339,#REF!,#REF!,,178.76307,7.75872,7.75872,,0.363332614,50359.21461,50.35921461,1.9862913,0.9091164,,,,,,,,
,600,690,31,18-Thin1-3,Ky21,1340,9,1,TWR,,,4,0.692669,0.889956073,,,Scanned 7/21,0.599,0.936,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,161.65911,5.83149,6.17307,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,601,691,32,18-Thin1-3,Ky21,1303,1,1,MWR,,,1,0.715208,,0.899897675,,Scanned 7/21,0.591,1.875,0.281,1.429,0.846,2.11,4.22,1.692,0.235,0.255,#REF!,#REF!,,271.13742,20.64633,21.01853,,1.003421554,27657.41334,27.65741334,4.4101321,6.1966183,,,,,,,,
,602,692,33,18-Thin1-3,W64A,1288,7,1,MWR,,,1,0.646231,,0.841705386,,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,CT3,106.89083,,7.06605,,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,603,693,34,18-Thin1-3,W64A,1288,7,1,MWR,,,2,0.646231,,0.841705386,,Scanned 7/21,0.71,1.961,0.518,1.638,0.96,2.35,4.7,1.92,0.389,0.25,#REF!,#REF!,,158.42783,5.59278,10.50026,,1.632944569,9930.372911,9.930372911,2.6038097,4.3316548,,,,,,,,
,604,694,35,18-Thin1-3,W64A,1288,7,1,MWR,,,3,0.646231,,0.841705386,,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,CT2,,,,,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,605,695,36,18-Thin1-3,W64A,1288,7,1,MWR,,,4,0.646231,,0.841705386,,Scanned 7/21,0.61,2.038,0.396,1.836,0.886,2.297,4.594,1.772,0.259,0.276,#REF!,#REF!,,145.68621,,9.55297,no BL,1.254735086,11884.25412,11.88425412,1.1849903,4.481543,,,,,,,,
,606,696,37,18-Thin1-3,W64A,1288,11,1,MWR,,,1,0.948785,,1.085062101,,Scanned 7/21,0.731,1.183,0.404,0.859,0.938,1.43,2.86,1.876,0.247,0.207,#REF!,#REF!,,247.025,9.11724,14.32909,,0.926903312,27277.96707,27.27796707,3.2370251,1.0874742,,,,,,,,
,607,697,38,18-Thin1-3,W64A,1288,11,1,MWR,,,2,0.948785,,1.085062101,,Scanned 7/21,0.429,1.174,0.265,0.681,0.768,1.318,2.636,1.536,0.144,0.339,#REF!,#REF!,,182.91098,5.38236,10.80585,,0.468909414,39926.05049,39.92605049,0.5954425,1.0254927,,,,,,,,
,608,698,39,18-Thin1-3,W64A,1288,11,1,MWR,,,3,0.948785,,1.085062101,,Scanned 7/21,0.268,1.091,0.151,0.528,0.487,1.278,2.556,0.974,0.187,0.219,#REF!,#REF!,,43.42566,4.64125,4.64125,,0.115933145,38339.31381,38.33931381,0.982978,0.2397111,,,,,,,,
,609,699,40,18-Thin1-3,W64A,1288,4,1,MWR,,,1,0.643084,,0.902104651,,Scanned 7/21,0.56,1.886,0.144,1.558,0.664,2.01,4.02,1.328,0.124,0.104,#REF!,#REF!,,138.81078,7.32192,14.42824,,0.462157683,30742.45489,30.74245489,4.234283,2.6368694,,,,,,,,
,610,700,41,18-Thin1-3,W64A,1288,4,1,MWR,,,2,0.643084,,0.902104651,,Scanned 7/21,0.68,1.837,0.15,1.378,0.999,2.003,4.006,1.998,0.166,0.319,#REF!,#REF!,,110.19635,7.406,10.3587,,1.568437782,7191.267455,7.191267455,7.1019873,2.5117782,,,,,,,,
,611,587,1,19-Norm2-3,A632,1282,8,1,MWR,,,1,0.708543,,0.892819601,,Scanned 7/21,1.102,1.698,0.68,1.281,1.425,1.965,3.93,2.85,0.267,0.323,#REF!,#REF!,,100.04648,7.35577,10.43078,,4.465776964,2293.033031,2.293033031,3.8663298,4.5441385,,,,,,,,
,612,588,2,19-Norm2-3,A632,1282,8,1,MWR,,,2,0.708543,,0.892819601,,Scanned 7/21,0.654,1.933,0.625,1.393,1.033,2.181,4.362,2.066,0.248,0.379,#REF!,#REF!,,95.82455,5.2434,9.67789,,1.888193558,5194.40495,5.19440495,6.7951184,3.9857131,,,,,,,,
,613,589,3,19-Norm2-3,A632,1282,8,1,MWR,,,3,0.708543,,0.892819601,,Scanned 7/21,0.876,1.621,0.663,1.462,1.101,1.914,3.828,2.202,0.293,0.225,#REF!,#REF!,,115.63809,6.05729,8.24794,,2.006290292,5899.465488,5.899465488,3.6217051,7.118447,,,,,,,,
,614,590,4,19-Norm2-3,A632,1282,8,1,MWR,,,4,0.708543,,0.892819601,,Scanned 7/21,0.906,1.786,0.423,1.225,1.091,2.065,4.13,2.182,0.279,0.185,#REF!,#REF!,,104.63634,8.48467,9.97487,,2.106125222,5085.151287,5.085151287,6.489722,4.9045443,,,,,,,,
,615,599,5,19-Norm2-3,A632,1282,3,1,MWR,,,1,0.530357,,0.833198856,,Scanned 7/21,0.725,2.025,0.281,1.576,1.067,2.216,4.432,2.134,0.191,0.342,#REF!,#REF!,,149.17913,7.35726,12.65998,,2.114233236,7222.053497,7.222053497,7.743047,2.4826565,,,,,,,,
,616,600,6,19-Norm2-3,A632,1282,3,1,MWR,,,2,0.530357,,0.833198856,,Scanned 7/21,1.521,2.145,1.071,1.6,1.733,2.434,4.868,3.466,0.289,0.212,#REF!,#REF!,,135.20273,12.53613,14.58327,,9.949611961,1390.86457,1.39086457,7.3461311,9.8567618,,,,,,,,
,617,601,7,19-Norm2-3,A632,1282,3,1,MWR,,,3,0.530357,,0.833198856,,Scanned 7/21,1.164,1.821,0.652,1.222,1.399,2.068,4.136,2.798,0.247,0.235,#REF!,#REF!,,132.16498,7.40056,11.07923,,4.447270639,3041.783936,3.041783936,5.8492921,4.9648857,,,,,,,,
,618,602,8,19-Norm2-3,A632,1282,3,1,MWR,,,4,0.530357,,,,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,,,,,splintered,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,619,603,9,19-Norm2-3,A632,1282,7,1,MWR,,,1,0.902907,,0.938311337,,Scanned 7/21,1.206,1.6,0.841,1.118,1.419,1.89,3.78,2.838,0.29,0.213,#REF!,#REF!,,139.8069,9.1117,13.80384,,4.241298822,3373.92373,3.37392373,5.0317832,4.9176628,,,,,,,,
,620,604,10,19-Norm2-3,A632,1282,7,1,MWR,,,2,0.902907,,0.938311337,,Scanned 7/21,1.068,1.5,0.588,1.125,1.432,1.749,3.498,2.864,0.249,0.364,#REF!,#REF!,,122.72738,6.94639,9.60881,,4.03374783,3114.140803,3.114140803,4.7784404,3.2338511,,,,,,,,
,621,605,11,19-Norm2-3,A632,1282,7,1,MWR,,,3,0.902907,,0.938311337,,Scanned 7/21,0.744,1.981,0.249,1.577,0.968,2.19,4.38,1.936,0.209,0.224,#REF!,#REF!,,126.76448,8.47159,11.53685,,1.560127414,8316.54684,8.31654684,8.6201653,3.5275042,,,,,,,,
,622,606,12,19-Norm2-3,A632,1282,7,1,MWR,,,4,0.902907,,0.938311337,,Scanned 7/21,1.084,1.672,0.623,1.167,1.403,1.844,3.688,2.806,0.172,0.319,#REF!,#REF!,,144.67712,8.99175,10.87223,,3.999666782,3702.384938,3.702384938,2.6276172,3.9311218,,,,,,,,
,623,611,13,19-Norm2-3,A632,1395,5,1,MWR,,,3,0.915761,,1.004313808,,Scanned 7/21,0.542,1.228,0.292,1.161,0.885,1.441,2.882,1.77,0.213,0.343,#REF!,#REF!,,101.4411,5.68113,6.00024,,0.784483248,13235.36134,13.23536134,2.5677486,1.412471,,,,,,,,
,624,612,14,19-Norm2-3,A632,1395,5,1,MWR,,,4,0.915761,,1.004313808,,Scanned 7/21,1.795,2.268,1.045,1.564,2.098,2.562,5.124,4.196,0.294,0.303,#REF!,#REF!,,130.89593,16.3649,18.93248,,18.58170061,721.0181736,0.721018174,18.4434497,18.840175,,,,,,,,
