,ScanOrder,Original order,Order in fixture,Scan/-Fixture,Geno,Row,Plant,WR_number,WR,WR_LEcheck,WR_AHcheck,Root,RatiobyPlant,TWRRatio,MWRRatio,BWRRatio,CT notes,ai 1 (dont use),bi1(dont use),ai2,bi2,ao,bo,MajorD,MinorD,MajorThicc,MinorThicc,Majorthicc2,MinorThicc2,CT_Error,K,BL,UL,test notes,MOI_solid,E_MPa,E_GPa,MOItruex,MOItruey,MOI_true_average,,,,,,,
,625,620,15,19-Norm2-3,A632,1395,1,1,MWR,,,1,0.939479,,0.93947869,,Scanned 7/21,1.693,2.067,0.893,1.315,1.971,2.29,4.58,3.942,0.223,0.278,#REF!,#REF!,,96.56295,,11.77265,fell out of fixture no BL,13.77162653,717.679953,0.717679953,7.4811788,8.3514967,,,,,,,,
,626,621,16,19-Norm2-3,A632,1395,1,1,MWR,,,2,0.939479,,0.93947869,,Scanned 7/21,1.122,1.62,0.578,1.063,1.379,1.823,3.646,2.758,0.203,0.257,#REF!,#REF!,,116.13464,5.53459,9.76953,,3.754649043,3165.905565,3.165905565,3.2648954,4.3577296,,,,,,,,
,627,623,17,19-Norm2-3,A632,1395,3,1,MWR,,,2,0.869915,,0.931427555,,Scanned 7/21,1.435,1.835,0.744,1.179,1.593,2.074,4.148,3.186,0.239,0.158,#REF!,#REF!,,87.83806,6.70629,9.09052,,6.584851129,1365.344676,1.365344676,7.9003683,6.0834197,,,,,,,,
,628,624,18,19-Norm2-3,A632,1395,3,1,MWR,,,3,0.869915,,0.931427555,,Scanned 7/21,1.203,2.282,0.199,1.401,1.515,2.544,5.088,3.03,0.262,0.312,#REF!,#REF!,,80.251,7.83732,10.73346,,6.947761262,1182.254818,1.182254818,9.253673,8.8691142,,,,,,,,
,629,625,19,19-Norm2-3,A632,1395,4,2,BWR,,,1,0.696931,,0.71326201,,Scanned 7/21,1.299,2.021,0.925,1.486,1.53,2.251,4.502,3.06,0.23,0.231,#REF!,#REF!,,116.84515,2.97622,8.86488,,6.331981959,1888.759007,1.888759007,6.8364388,4.9918097,,,,,,,,
,630,628,20,19-Norm2-3,A632,1392,2,1,MWR,,,1,0.763127,,0.857453238,,Scanned 7/21,1.116,1.928,0.597,1.532,1.415,2.23,4.46,2.83,0.302,0.299,#REF!,#REF!,,125.98533,8.04212,10.67891,,4.962083453,2598.731679,2.598731679,7.1245901,6.2802531,,,,,,,,
,631,629,21,19-Norm2-3,A632,1392,4,1,MWR,,,1,0.820226,,0.914975764,,Scanned 7/21,1.153,1.771,0.763,1.405,1.363,2.036,4.072,2.726,0.265,0.21,#REF!,#REF!,,54.10872,4.88064,7.74691,,4.049069419,1367.784143,1.367784143,5.2756947,4.4455851,,,,,,,,
,632,630,22,19-Norm2-3,A632,1392,4,1,MWR,,,2,0.820226,,0.914975764,,Scanned 7/21,0.954,1.478,0.662,1.01,1.152,1.626,3.252,2.304,0.148,0.198,#REF!,#REF!,,128.55205,4.15689,7.71968,,1.952395778,6739.329237,6.739329237,1.7991933,2.4846209,,,,,,,,
,633,631,23,19-Norm2-3,A632,1392,4,1,MWR,,,3,0.820226,,0.914975764,,Scanned 7/21,1.196,1.391,0.779,0.915,1.464,1.581,3.162,2.928,0.19,0.268,#REF!,#REF!,,60.39319,7.02257,7.09907,,3.896233548,1586.530827,1.586530827,1.4995854,2.4749818,,,,,,,,
,634,632,24,19-Norm2-3,A632,1392,4,1,MWR,,,4,0.820226,,0.914975764,,Scanned 7/21,1.168,1.528,0.744,1.068,1.373,1.851,3.702,2.746,0.323,0.205,#REF!,#REF!,,49.70955,3.46302,5.93059,,3.762772071,1352.189149,1.352189149,4.4578837,3.9311515,,,,,,,,
,635,635,25,19-Norm2-3,A632,1321,9,1,MWR,,,1,0.755432,,1.063508388,,Scanned 7/21,0.882,1.722,0.64,1.407,1.272,1.923,3.846,2.544,0.201,0.39,#REF!,#REF!,,112.72589,8.83817,8.98891,,3.108354188,3711.92079,3.71192079,7.0237541,3.6249789,,,,,,,,
,636,636,26,19-Norm2-3,A632,1321,9,1,MWR,,,2,0.755432,,1.063508388,,Scanned 7/21,1.461,1.885,1.01,1.453,1.596,2.113,4.226,3.192,0.228,0.135,#REF!,#REF!,,77.93287,4.21588,7.04792,,6.746647808,1182.328497,1.182328497,6.9237546,6.4201581,,,,,,,,
,637,637,27,19-Norm2-3,A632,1321,9,1,MWR,,,3,0.755432,,1.063508388,,Scanned 7/21,0.547,1.33,0.289,1.327,0.837,1.603,3.206,1.674,0.273,0.29,#REF!,#REF!,,79.28642,7.40923,7.41459,,0.738243748,10992.7046,10.9927046,3.8230571,1.8786182,,,,,,,,
,638,638,28,19-Norm2-3,A632,1321,9,1,MWR,,,4,0.755432,,1.063508388,,Scanned 7/21,0.812,1.528,0.645,1.428,1.143,1.805,3.61,2.286,0.277,0.331,#REF!,#REF!,,86.09492,4.76489,6.65106,,2.116926496,4162.720721,4.162720721,4.6608857,3.4860217,,,,,,,,
,639,640,29,19-Norm2-3,A632,1321,10,1,MWR,,,1,0.702376,,0.901537874,,Scanned 7/21,0.7,1.746,0.334,1.335,0.953,1.976,3.952,1.906,0.23,0.253,#REF!,#REF!,,103.01976,9.45923,10.1369,,1.3432459,7850.015911,7.850015911,1.7034042,4.0246319,,,,,,,,
,640,643,30,19-Norm2-3,A632,1321,8,2,BWR,,,1,0.629604,,,0.70356984,Scanned 7/21,0.719,2.134,0.194,1.472,0.971,2.502,5.004,1.942,0.368,0.252,#REF!,#REF!,,153.55436,12.48415,14.2383,,1.799015381,8736.405882,8.736405882,3.3685801,14.5229406,,,,,,,,
,641,655,31,19-Norm2-3,A632,1321,5,1,MWR,,,1,0.592723,,0.762121075,,Scanned 7/21,1.529,2.111,0.934,1.714,1.808,2.375,4.75,3.616,0.264,0.279,#REF!,#REF!,,123.59559,7.64877,12.15929,,11.0242429,1147.518585,1.147518585,11.584277,6.3060027,,,,,,,,
,642,656,32,19-Norm2-3,A632,1321,5,1,MWR,,,2,0.592723,,0.762121075,,Scanned 7/21,1.3,2.004,0.711,1.617,1.489,2.146,4.292,2.978,0.142,0.189,#REF!,#REF!,,84.33476,8.19148,10.04526,,5.564212304,1551.345206,1.551345206,10.5871727,7.8369572,,,,,,,,
,643,657,33,19-Norm2-3,A632,1321,5,1,MWR,,,3,0.592723,,0.762121075,,Scanned 7/21,1.406,2.247,1.104,1.74,1.679,2.526,5.052,3.358,0.279,0.273,#REF!,#REF!,,88.34014,7.23452,10.33593,,9.390210242,962.915758,0.962915758,9.4438039,8.0690748,,,,,,,,
,644,658,34,19-Norm2-3,A632,1321,5,1,MWR,,,4,0.592723,,0.762121075,,Scanned 7/21,1.57,1.93,1.202,1.408,1.898,2.186,4.372,3.796,0.256,0.328,#REF!,#REF!,,110.5715,9.62692,13.52694,,11.73893406,964.0955199,0.96409552,8.6099738,10.3278066,,,,,,,,
,645,661,35,19-Norm2-3,A632,1321,1,1,MWR,,,1,0.572893,,0.829602884,,Scanned 7/21,1.579,2.024,1.009,1.508,1.822,2.344,4.688,3.644,0.32,0.243,#REF!,#REF!,,86.6232,8.6361,10.96072,,11.13506116,796.2457795,0.796245779,9.4050778,16.4978155,,,,,,,,
,646,662,36,19-Norm2-3,A632,1321,1,1,MWR,,,2,0.572893,,0.829602884,,Scanned 7/21,0.704,1.867,0.433,1.127,0.921,2.245,4.49,1.842,0.378,0.217,#REF!,#REF!,,164.84526,15.55354,15.78624,,1.377479414,12248.89391,12.24889391,2.2228366,5.0117551,,,,,,,,
,647,668,37,19-Norm2-3,A632,1321,2,1,TWR,,,4,0.566335,0.994648895,,,Scanned 7/21,1.328,2.039,0.663,1.351,1.664,2.396,4.792,3.328,0.357,0.336,#REF!,#REF!,,127.00554,8.15051,9.86694,,8.670350634,1499.310323,1.499310323,6.7601646,9.31892,,,,,,,,
,648,687,38,19-Norm2-3,Ky21,1340,3,1,MWR,,,1,0.836369,,0.976683494,,Scanned 7/21,0.379,1.371,0.167,0.977,0.637,1.546,3.092,1.274,0.175,0.258,#REF!,#REF!,,170.35901,15.38355,15.38355,,0.313846773,55558.814,55.558814,1.6247302,0.4673779,,,,,,,,
,649,634,1,20-Thicc2-3,A632,1321,9,2,BWR,,,2,0.755432,,,0.71032111,Scanned 7/21,1.695,2.285,1.13,1.573,2.077,2.726,5.452,4.154,0.441,0.382,#REF!,#REF!,,119.48387,11.32102,14.86039,,19.1833841,637.5137923,0.637513792,11.8138426,14.2778191,,,,,,,,
,650,639,2,20-Thicc2-3,A632,1321,10,2,BWR,,,1,0.702376,,,0.7790862,Scanned 7/21,2.065,2.504,1.048,1.478,2.437,3.016,6.032,4.874,0.512,0.372,#REF!,#REF!,,172.86229,16.8298,20.51822,,34.28370947,516.0811334,0.516081133,22.5732223,26.9219115,,,,,,,,
,651,644,3,20-Thicc2-3,A632,1321,8,2,BWR,,,2,0.629604,,,0.70356984,Scanned 7/21,2.003,2.375,1.317,1.671,2.396,2.771,5.542,4.792,0.396,0.393,#REF!,#REF!,,216.57867,,26.03521,no UL,29.93552288,740.5158539,0.740515854,11.8487797,16.940928,,,,,,,,
,652,645,4,20-Thicc2-3,A632,1321,8,2,BWR,,,3,0.629604,,,0.70356984,Scanned 7/21,1.223,2.859,0.812,2.039,1.589,3.269,6.538,3.178,0.41,0.366,#REF!,#REF!,,123.14082,12.39326,14.24319,,10.30093137,1223.576351,1.223576351,12.7991358,23.9262176,,,,,,,,
,653,649,5,20-Thicc2-3,A632,1321,6,2,BWR,,,1,0.76621,,,0.73349993,Scanned 7/21,2.556,2.769,1.694,2.049,2.807,3.147,6.294,5.614,0.378,0.251,#REF!,#REF!,,219.36847,,20.73173,no UL,54.66556765,410.7389332,0.410738933,21.9608236,21.9016916,,,,,,,,
,654,650,6,20-Thicc2-3,A632,1321,6,2,BWR,,,2,0.76621,,,,Scanned 7/21,2.799,2.786,1.681,1.898,3.127,3.112,6.224,6.254,0.326,0.328,#REF!,#REF!,,299.37834,16.04752,28.92044,,74.73311993,410.027315,0.410027315,30.0797994,31.4307443,,,,,,,,
,655,651,7,20-Thicc2-3,A632,1321,6,2,BWR,,,4,0.76621,,,,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too thick and splintered,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,656,652,8,20-Thicc2-3,A632,1321,5,2,BWR,,,1,0.592723,,,0.77772834,Scanned 7/21,1.842,2.522,0.944,1.545,2.16,2.929,5.858,4.32,0.407,0.318,#REF!,#REF!,,137.5726,4.00778,15.83545,,23.18304651,607.3890601,0.60738906,15.408987,14.7007821,,,,,,,,
,657,653,9,20-Thicc2-3,A632,1321,5,2,BWR,,,2,0.592723,,,0.77772834,Scanned 7/21,2.428,3.427,1.554,2.449,2.741,3.693,7.386,5.482,0.266,0.313,#REF!,#REF!,,135.7,17.65853,20.02574,,59.73052,232.5354009,0.232535401,28.2231188,46.9845429,,,,,,,,
,658,654,10,20-Thicc2-3,A632,1321,5,2,BWR,,,3,0.592723,,,0.77772834,Scanned 7/21,2.406,2.97,1.68,1.999,2.782,3.36,6.72,5.564,0.39,0.376,#REF!,#REF!,,268.97557,,27.4328,no BL,56.81990925,484.5268267,0.484526827,31.2826524,35.8833204,,,,,,,,
,659,659,11,20-Thicc2-3,A632,1321,4,2,BWR,,,1,0.349428,,,0.52087856,Scanned 7/21,2.025,2.803,1.237,1.878,2.393,3.199,6.398,4.786,0.396,0.368,#REF!,#REF!,,218.37327,,,no UL BL,34.42961904,649.1914432,0.649191443,17.6426312,27.8825972,,,,,,,,
,660,660,12,20-Thicc2-3,A632,1321,4,2,BWR,,,2,0.349428,,,0.52087856,Scanned 7/21,2.044,2.422,1.188,1.602,2.37,2.748,5.496,4.74,0.326,0.326,#REF!,#REF!,,318.21936,14.07814,38.74653,,28.73105991,1133.653875,1.133653875,17.6551644,16.8684126,,,,,,,,
,661,663,13,20-Thicc2-3,A632,1321,1,1,MWR,,,2,0.572893,,0.829602884,,Scanned 7/21,1.315,2.197,0.698,1.706,1.601,2.528,5.056,3.202,0.331,0.286,#REF!,#REF!,,49.99962,4.54542,5.69624,,8.147811007,628.1036016,0.628103602,19.3329486,8.1827549,,,,,,,,
,662,664,14,20-Thicc2-3,A632,1321,1,1,MWR,,,4,0.572893,,0.829602884,,Scanned 7/21,0.719,1.963,0.247,1.529,1.038,2.309,4.618,2.076,0.346,0.319,#REF!,#REF!,,123.98227,5.63863,9.5805,,2.0281771,6256.900311,6.256900311,1.8592268,7.2731025,,,,,,,,
,663,665,15,20-Thicc2-3,A632,1321,2,1,TWR,,,1,0.566335,0.994648895,,,Scanned 7/21,1.377,2.362,0.736,1.556,1.701,2.686,5.372,3.402,0.324,0.324,#REF!,#REF!,,193.43042,23.87923,24.24997,,10.38266474,1906.87169,1.90687169,24.6337621,10.6361279,,,,,,,,
,664,666,16,20-Thicc2-3,A632,1321,2,1,TWR,,,2,0.566335,0.994648895,,,Scanned 7/21,1.129,2.276,0.352,1.756,1.41,2.617,5.234,2.82,0.341,0.281,#REF!,#REF!,,127.76635,10.36685,17.52944,,5.761703984,2269.713668,2.269713668,17.2516783,7.6988577,,,,,,,,
,665,669,17,20-Thicc2-3,A632,1321,1,2,BWR,,,1,0.572893,,,0.69056269,Scanned 7/21,2.179,2.796,1.41,2.05,2.735,3.3,6.6,5.47,0.504,0.556,#REF!,#REF!,,202.51006,20.59314,24.77087,,53.02440614,390.9095818,0.390909582,31.3967652,37.379995,,,,,,,,
,666,670,18,20-Thicc2-3,A632,1321,1,2,BWR,,,2,0.572893,,,,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too thick,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,667,671,19,20-Thicc2-3,A632,1321,1,2,BWR,,,3,0.572893,,,,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too thick,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,668,672,20,20-Thicc2-3,A632,1321,2,2,MWR,,,1,0.566335,,0.843162506,,Scanned 7/21,1.912,2.513,1.261,1.707,2.285,2.979,5.958,4.57,0.466,0.373,#REF!,#REF!,,140.87561,14.50338,21.27872,,27.91380227,516.5618616,0.516561862,18.7529276,26.6699606,,,,,,,,
,669,673,21,20-Thicc2-3,A632,1321,2,2,MWR,,,3,0.566335,,0.843162506,,Scanned 7/21,1.307,1.871,0.676,1.415,1.688,2.279,4.558,3.376,0.408,0.381,#REF!,#REF!,,87.14099,10.08959,13.69911,no BL,8.60897672,1036.039904,1.036039904,11.8478166,5.8159749,,,,,,,,
,670,674,22,20-Thicc2-3,A632,1321,2,2,MWR,,,4,0.566335,,0.843162506,,Scanned 7/21,1.442,2.523,0.714,1.728,1.755,2.83,5.66,3.51,0.307,0.313,#REF!,#REF!,,153.14986,14.62994,17.67915,,12.01455471,1304.711384,1.304711384,18.5604284,10.2226268,,,,,,,,
,671,675,23,20-Thicc2-3,A632,1321,3,1,MWR,,,1,0.378289,,0.718868828,,Scanned 7/21,1.571,1.954,0.959,1.243,1.949,2.374,4.748,3.898,0.42,0.378,#REF!,#REF!,,181.20499,9.19981,17.54173,,13.80403696,1343.598674,1.343598674,9.6878551,11.5225035,,,,,,,,
,672,676,24,20-Thicc2-3,A632,1321,3,1,MWR,,,2,0.378289,,0.718868828,,Scanned 7/21,1.533,2.333,0.967,1.393,1.849,2.666,5.332,3.698,0.333,0.316,#REF!,#REF!,,102.81482,12.35473,15.20223,,13.23612195,795.0610655,0.795061065,15.2769154,11.5992676,,,,,,,,
,673,677,25,20-Thicc2-3,A632,1321,3,1,MWR,,,3,0.378289,,0.718868828,,Scanned 7/21,,,,,,,0,0,0,0,#REF!,#REF!,,,,,too short,0,#DIV/0!,#DIV/0!,,,,,,,,,,
,674,678,1,21-Norm1-4,W64A,1358,4,1,MWR,,,1,0.4116,,0.964641252,,Scanned 7/27,,,0.37,1.219,2.102,2.684,5.368,4.204,2.684,2.102,#REF!,#REF!,,128.21623,8.63882,13.20674,,19.57809935,670.3135551,0.670313555,,,,,,,,,,
,675,679,2,21-Norm1-4,W64A,1358,3,1,MWR,,,1,0.892024,,1.024532554,,Scanned 7/27,,,0.17,1.267,1.508,2.33,4.66,3.016,2.33,1.508,#REF!,#REF!,,56.90386,5.95428,7.61018,,6.275521575,928.1056723,0.928105672,,,,,,,,,,
,676,680,3,21-Norm1-4,W64A,1358,3,1,MWR,,,2,0.892024,,1.024532554,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT4,145.44144,7.37585,12.35993,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,677,681,4,21-Norm1-4,W64A,1358,3,1,MWR,,,3,0.892024,,1.024532554,,Scanned 7/27,,,0.235,1.149,0.904,1.919,3.838,1.808,1.919,0.904,#REF!,#REF!,,113.3417,7.20915,12.33132,,1.113448533,10418.97753,10.41897753,,,,,,,,,,
,678,683,5,21-Norm1-4,W64A,1358,4,2,BWR,,,1,0.4116,,,0.42668733,Scanned 7/27,,,1.129,1.531,2.391,2.783,5.566,4.782,2.783,2.391,#REF!,#REF!,,269.00749,17.78181,24.30947,,29.87733221,921.5694787,0.921569479,,,,,,,,,,
,679,684,6,21-Norm1-4,W64A,1358,4,2,BWR,,,2,0.4116,,,0.42668733,Scanned 7/27,,,0.287,1.315,0.89,2.019,4.038,1.78,2.019,0.89,#REF!,#REF!,,184.60646,,,hit top of fixture,1.117882662,16902.70457,16.90270457,,,,,,,,,,
,680,685,7,21-Norm1-4,W64A,1358,1,1,TWR,,,1,0.342954,1.008160847,,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,97.34014,4.53286,7.61146,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,681,686,8,21-Norm1-4,W64A,1358,1,1,TWR,,,2,0.342954,1.008160847,,,Scanned 7/27,,,0.318,1.115,0.859,1.975,3.95,1.718,1.975,0.859,#REF!,#REF!,,89.24548,7.0385,7.91504,,0.983187782,9290.846474,9.290846474,,,,,,,,,,
,682,687,9,21-Norm1-4,W64A,1358,1,1,TWR,,,3,0.342954,1.008160847,,,Scanned 7/27,,,0.082,1.224,1.614,2.018,4.036,3.228,2.018,1.614,#REF!,#REF!,,150.95686,9.11229,11.94662,,6.663795094,2318.658271,2.318658271,,,,,,,,,,
,683,688,10,21-Norm1-4,W64A,1358,1,1,TWR,,,4,0.342954,1.008160847,,,Scanned 7/27,,,0.347,1.403,1.121,2.909,5.818,2.242,2.909,1.121,#REF!,#REF!,,237.78879,8.78927,16.19721,,3.218477226,7562.170472,7.562170472,,,,,,,,,,
,684,690,11,21-Norm1-4,W64A,1358,6,1,TWR,,,1,0.5255,1.111339888,,,Scanned 7/27,,,0.678,1.04,1.221,1.715,3.43,2.442,1.715,1.221,#REF!,#REF!,,108.22795,7.04248,9.59372,,2.451890086,4517.976436,4.517976436,,,,,,,,,,
,685,691,12,21-Norm1-4,W64A,1358,6,1,TWR,,,2,0.5255,1.111339888,,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT2,89.37677,4.57349,8.62586,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,686,692,13,21-Norm1-4,W64A,1358,6,1,TWR,,,3,0.5255,1.111339888,,,Scanned 7/27,,,0.596,1.108,1.119,2.046,4.092,2.238,2.046,1.119,#REF!,#REF!,,146.05792,,10.75736,hit top,2.251571643,6639.645127,6.639645127,,,,,,,,,,
,687,693,14,21-Norm1-4,W64A,1358,6,1,TWR,,,4,0.5255,1.111339888,,,Scanned 7/27,,,0.563,1.226,1.138,2.2,4.4,2.276,2.2,1.138,#REF!,#REF!,,178.23815,7.49804,14.16523,,2.546474598,7164.18586,7.16418586,,,,,,,,,,
,688,694,15,21-Norm1-4,W64A,1358,9,2,MWR,,,1,0.392403,,0.872332986,,Scanned 7/27,,,0.722,0.734,1.638,1.764,3.528,3.276,1.764,1.638,#REF!,#REF!,,143.50663,3.72943,15.91998,,6.088778206,2412.388993,2.412388993,,,,,,,,,,
,689,695,16,21-Norm1-4,W64A,1358,11,1,TWR,,,1,0.544138,0.983282909,,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,106.51286,6.15356,8.93437,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,690,696,17,21-Norm1-4,W64A,1358,11,1,TWR,,,2,0.544138,0.983282909,,,Scanned 7/27,,,0.334,1.555,0.835,2.059,4.118,1.67,2.059,0.835,#REF!,#REF!,,217.01885,8.4256,15.09461,,0.941468198,23593.76938,23.59376938,,,,,,,,,,
,691,697,18,21-Norm1-4,W64A,1358,11,1,TWR,,,3,0.544138,0.983282909,,,Scanned 7/27,,,0.638,1.084,1.1,1.93,3.86,2.2,1.93,1.1,#REF!,#REF!,,78.97908,6.17964,6.42945,,2.017554364,4006.750976,4.006750976,,,,,,,,,,
,692,698,19,21-Norm1-4,W64A,1358,11,1,TWR,,,4,0.544138,0.983282909,,,Scanned 7/27,,,*,*,*,*,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT2,147.51043,8.74461,12.80227,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,693,702,20,21-Norm1-4,W64A,1358,2,1,MWR,,,1,0.586127,,0.981886257,,Scanned 7/27,,,0.584,1.088,1.494,2.272,4.544,2.988,2.272,1.494,#REF!,#REF!,,156.19041,,18.29924,no BL hit top,5.950452611,2686.642564,2.686642564,,,,,,,,,,
,694,703,21,21-Norm1-4,W64A,1358,5,1,MWR,,,1,0.864562,,0.987420516,,Scanned 7/27,,,0.166,1.268,0.726,2.098,4.196,1.452,2.098,0.726,#REF!,#REF!,,239.56344,,12.77822,no BL hit top,0.630529234,38888.4685,38.8884685,,,,,,,,,,
,695,704,22,21-Norm1-4,W64A,1358,5,1,MWR,,,2,0.864562,,0.987420516,,Scanned 7/27,,,0.449,1.505,1.229,2.452,4.904,2.458,2.452,1.229,#REF!,#REF!,,115.06869,,10.75475,no BL hit top,3.57491727,3294.554527,3.294554527,,,,,,,,,,
,696,706,23,21-Norm1-4,W64A,1358,5,1,MWR,,,4,0.864562,,0.987420516,,Scanned 7/27,,,0.338,1.263,0.859,2.025,4.05,1.718,2.025,0.859,#REF!,#REF!,,147.48292,2.56054,10.9924,,1.008078612,14974.51806,14.97451806,,,,,,,,,,
,697,707,24,21-Norm1-4,W64A,1358,7,1,MWR,,,1,0.664743,,0.980270066,,Scanned 7/27,,,0.425,1.535,0.95,2.651,5.302,1.9,2.651,0.95,#REF!,#REF!,,155.74255,5.54925,14.00597,,1.785132369,8929.813383,8.929813383,,,,,,,,,,
,698,708,25,21-Norm1-4,W64A,1358,7,1,MWR,,,2,0.664743,,0.980270066,,Scanned 7/27,,,0.276,1.207,0.82,2.534,5.068,1.64,2.534,0.82,#REF!,#REF!,,141.9625,8.64305,8.96043,,1.097332012,13241.61987,13.24161987,,,,,,,,,,
,699,709,26,21-Norm1-4,W64A,1358,7,1,MWR,,,4,0.664743,,0.980270066,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,164.17448,8.89209,10.97617,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,700,710,27,21-Norm1-4,W64A,1358,9,1,TWR,,,1,0.392403,0.9426031,,,Scanned 7/27,,,0.741,0.768,1.445,1.636,3.272,2.89,1.636,1.445,#REF!,#REF!,,55.48325,,5.63383,no BL,3.876829683,1464.841709,1.464841709,,,,,,,,,,
,701,711,28,21-Norm1-4,W64A,1358,9,1,TWR,,,2,0.392403,0.9426031,,,Scanned 7/27,,,0.219,1.064,0.899,1.9,3.8,1.798,1.9,0.899,#REF!,#REF!,,61.63011,,,no BL no UL,1.08423284,5818.029408,5.818029408,,,,,,,,,,
,702,712,29,21-Norm1-4,W64A,1358,9,1,TWR,,,3,0.392403,0.9426031,,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,77.79135,,6.07743,no BL,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,703,713,30,21-Norm1-4,W64A,1358,9,1,TWR,,,4,0.392403,0.9426031,,,Scanned 7/27,,,0.598,0.943,1.458,1.81,3.62,2.916,1.81,1.458,#REF!,#REF!,,87.75714,,7.96357,no BL,4.405964851,2038.67013,2.03867013,,,,,,,,,,
,704,714,31,21-Norm1-4,W64A,1358,10,1,MWR,,,1,0.722657,,0.95715775,,Scanned 7/27,,,0.494,2.143,1.029,3.015,6.03,2.058,3.015,1.029,#REF!,#REF!,,106.75082,5.27627,10.61872,,2.580021483,4235.000094,4.235000094,,,,,,,,,,
,705,715,32,21-Norm1-4,W64A,1358,10,1,MWR,,,2,0.722657,,0.95715775,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT4,141.25841,11.44578,14.83317,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,706,716,33,21-Norm1-4,W64A,1358,10,1,MWR,,,3,0.722657,,0.95715775,,Scanned 7/27,,,0.342,1.391,0.739,2.439,4.878,1.478,2.439,0.739,#REF!,#REF!,,127.37973,7.95825,9.75406,,0.773098796,16864.39842,16.86439842,,,,,,,,,,
,707,717,34,21-Norm1-4,W64A,1358,10,1,MWR,,,4,0.722657,,0.95715775,,Scanned 7/27,,,0.256,1.241,0.762,1.991,3.982,1.524,1.991,0.762,#REF!,#REF!,,168.66643,11.69633,13.09006,,0.691872478,24952.15871,24.95215871,,,,,,,,,,
,708,720,35,21-Norm1-4,W64A,1349,11,1,TWR,,,1,0.358269,1.035308762,,,Scanned 7/27,,,0.318,1.177,0.95,2.096,4.192,1.9,2.096,0.95,#REF!,#REF!,,173.82923,7.45981,15.02225,,1.411406053,12605.97257,12.60597257,,,,,,,,,,
,709,721,36,21-Norm1-4,W64A,1349,11,1,TWR,,,2,0.358269,1.035308762,,,Scanned 7/27,,,0.177,1.679,0.748,3.11,6.22,1.496,3.11,0.748,#REF!,#REF!,,167.50024,5.32136,13.15945,,1.022245162,16771.2679,16.7712679,,,,,,,,,,
,710,722,37,21-Norm1-4,W64A,1349,11,1,TWR,,,3,0.358269,1.035308762,,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT1,108.40921,6.0008,9.96461,,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,711,723,38,21-Norm1-4,W64A,1349,11,1,TWR,,,4,0.358269,1.035308762,,,Scanned 7/27,,,0.522,1.677,0.939,2.363,4.726,1.878,2.363,0.939,#REF!,#REF!,,147.71696,6.5304,13.29426,,1.53656303,9839.782715,9.839782715,,,,,,,,,,
,712,724,39,21-Norm1-4,W64A,1349,11,2,MWR,,,1,0.358269,,0.767314236,,Scanned 7/27,,,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,CT3,167.01151,,15.00808,no BL,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,
,713,725,40,21-Norm1-4,W64A,1349,11,2,MWR,,,2,0.358269,,0.767314236,,Scanned 7/27,,,0.924,1.432,1.862,2.578,5.156,3.724,2.578,1.862,#REF!,#REF!,,73.88893,8.21174,11.94726,no BL,13.07109058,578.5928732,0.578592873,,,,,,,,,,
